name,type,start_time,duration,"mosi","miso"
"SPI","result",3.04293319,7.5e-06,0x00,0x4E
"SPI","result",3.04294119,7.5e-06,0x00,0x61
"SPI","disable",3.04295072,1.99999977e-09,,
"SPI","enable",3.04312075,1.99999977e-09,,
"SPI","result",3.04312967,7.5e-06,0x00,0x80
"SPI","result",3.04313767,7.5e-06,0x00,0x00
"SPI","disable",3.0431472,1.99999977e-09,,
"SPI","enable",3.04319812,2.00000022e-09,,
"SPI","result",3.04319923,7.5e-06,0x00,0x0E
"SPI","result",3.04320723,7.5e-06,0x00,0x61
"SPI","disable",3.04321676,1.99999977e-09,,
"SPI","enable",3.04338328,2.00000022e-09,,
"SPI","result",3.04339219,7.5e-06,0x00,0x00
"SPI","result",3.04340019,7.5e-06,0x00,0x00
"SPI","disable",3.04340973,1.99999977e-09,,
"SPI","enable",3.04346011,1.99999977e-09,,
"SPI","result",3.04346121,7.5e-06,0x00,0x4E
"SPI","result",3.04346921,7.5e-06,0x00,0x60
"SPI","disable",3.04347875,2.00000022e-09,,
"SPI","enable",3.05386578,1.99999977e-09,,
"SPI","result",3.0538747,7.5e-06,0x00,0x00
"SPI","result",3.0538827,7.5e-06,0x00,0x00
"SPI","disable",3.05389223,1.99999977e-09,,
"SPI","enable",3.05394271,2.00000022e-09,,
"SPI","result",3.05394381,7.5e-06,0x00,0x0E
"SPI","result",3.05395181,7.502e-06,0x00,0x49
"SPI","disable",3.05396134,1.99999977e-09,,
"SPI","enable",3.05413683,2.00000022e-09,,
"SPI","result",3.05414575,7.5e-06,0x00,0x00
"SPI","result",3.05415375,7.5e-06,0x00,0x00
"SPI","disable",3.05416328,2.00000022e-09,,
"SPI","enable",3.05421367,1.99999977e-09,,
"SPI","result",3.05421477,7.5e-06,0x00,0x4E
"SPI","result",3.05422277,7.5e-06,0x00,0x47
"SPI","disable",3.05423231,2.00000022e-09,,
"SPI","enable",3.05439495,1.99999977e-09,,
"SPI","result",3.05440386,7.5e-06,0x00,0x00
"SPI","result",3.05441186,7.5e-06,0x00,0x00
"SPI","disable",3.0544214,1.99999977e-09,,
"SPI","enable",3.05447187,2.00000022e-09,,
"SPI","result",3.05447297,7.5e-06,0x00,0x4E
"SPI","result",3.05448097,7.502e-06,0x00,0x48
"SPI","disable",3.05449051,1.99999977e-09,,
"SPI","enable",3.05465711,1.99999931e-09,,
"SPI","result",3.05466603,7.5e-06,0x00,0x00
"SPI","result",3.05467402,7.502e-06,0x00,0x00
"SPI","disable",3.05468356,1.99999977e-09,,
"SPI","enable",3.05473395,2.00000022e-09,,
"SPI","result",3.05473505,7.5e-06,0x00,0x0E
"SPI","result",3.05474305,7.502e-06,0x00,0x48
"SPI","disable",3.05475258,1.99999977e-09,,
"SPI","enable",3.05491524,2.00000022e-09,,
"SPI","result",3.05492415,7.5e-06,0x00,0x80
"SPI","result",3.05493215,7.502e-06,0x00,0x00
"SPI","disable",3.05494169,2.00000022e-09,,
"SPI","enable",3.05499285,1.99999977e-09,,
"SPI","result",3.05499396,7.5e-06,0x00,0x4E
"SPI","result",3.05500196,7.5e-06,0x00,0x47
"SPI","disable",3.05501155,2.00000022e-09,,
"SPI","enable",3.05517813,2.00000022e-09,,
"SPI","result",3.05518704,7.5e-06,0x00,0x00
"SPI","result",3.05519504,7.502e-06,0x00,0x00
"SPI","disable",3.05520458,2.00000022e-09,,
"SPI","enable",3.05525505,1.99999977e-09,,
"SPI","result",3.05525615,7.502e-06,0x00,0x0E
"SPI","result",3.05526415,7.5e-06,0x00,0x46
"SPI","disable",3.05527368,2.00000022e-09,,
"SPI","enable",3.05543643,1.99999977e-09,,
"SPI","result",3.05544534,7.5e-06,0x00,0x00
"SPI","result",3.05545334,7.5e-06,0x00,0x00
"SPI","disable",3.05546288,2.00000022e-09,,
"SPI","enable",3.0555138,1.99999977e-09,,
"SPI","result",3.0555149,7.5e-06,0x00,0x4E
"SPI","result",3.0555229,7.5e-06,0x00,0x46
"SPI","disable",3.05553244,2.00000022e-09,,
"SPI","enable",3.05569894,1.99999977e-09,,
"SPI","result",3.05570785,7.5e-06,0x00,0x80
"SPI","result",3.05571585,7.502e-06,0x00,0x00
"SPI","disable",3.05572539,1.99999977e-09,,
"SPI","enable",3.05577586,2.00000022e-09,,
"SPI","result",3.05577696,7.502e-06,0x00,0x0E
"SPI","result",3.05578496,7.5e-06,0x00,0x45
"SPI","disable",3.0557945,1.99999977e-09,,
"SPI","enable",3.05595715,1.99999977e-09,,
"SPI","result",3.05596607,7.5e-06,0x00,0x00
"SPI","result",3.05597407,7.502e-06,0x00,0x00
"SPI","disable",3.0559868,1.99999977e-09,,
"SPI","enable",3.05603776,2.00000022e-09,,
"SPI","result",3.05603886,7.5e-06,0x00,0x4E
"SPI","result",3.05604686,7.5e-06,0x00,0x44
"SPI","disable",3.0560564,1.99999977e-09,,
"SPI","enable",3.05622293,1.99999977e-09,,
"SPI","result",3.05623184,7.498e-06,0x00,0x00
"SPI","result",3.05623984,7.5e-06,0x00,0x00
"SPI","disable",3.05624938,2.00000022e-09,,
"SPI","enable",3.05629976,2.00000022e-09,,
"SPI","result",3.05630086,7.5e-06,0x00,0x0E
"SPI","result",3.05630886,7.5e-06,0x00,0x44
"SPI","disable",3.0563184,2.00000022e-09,,
"SPI","enable",3.05648104,1.99999931e-09,,
"SPI","result",3.05648996,7.5e-06,0x00,0x80
"SPI","result",3.05649796,7.5e-06,0x00,0x00
"SPI","disable",3.05650749,1.99999977e-09,,
"SPI","enable",3.05655751,1.99999977e-09,,
"SPI","result",3.05655862,7.5e-06,0x00,0x0E
"SPI","result",3.05656661,7.502e-06,0x00,0x42
"SPI","disable",3.05657615,1.99999977e-09,,
"SPI","enable",3.05674278,2.00000022e-09,,
"SPI","result",3.05675169,7.5e-06,0x00,0x80
"SPI","result",3.05675969,7.5e-06,0x00,0x00
"SPI","disable",3.05676923,2.00000022e-09,,
"SPI","enable",3.0568197,2.00000022e-09,,
"SPI","result",3.0568208,7.5e-06,0x00,0x4E
"SPI","result",3.0568288,7.5e-06,0x00,0x43
"SPI","disable",3.05683834,1.99999977e-09,,
"SPI","enable",3.05700926,1.99999977e-09,,
"SPI","result",3.05701817,7.5e-06,0x00,0x80
"SPI","result",3.05702617,7.5e-06,0x00,0x00
"SPI","disable",3.05703571,1.99999977e-09,,
"SPI","enable",3.05708672,1.99999977e-09,,
"SPI","result",3.05708782,7.502e-06,0x00,0x4E
"SPI","result",3.05709582,7.502e-06,0x00,0x41
"SPI","disable",3.05710535,1.99999977e-09,,
"SPI","enable",3.05727206,1.99999977e-09,,
"SPI","result",3.05728097,7.5e-06,0x00,0x00
"SPI","result",3.05728897,7.5e-06,0x00,0x00
"SPI","disable",3.05729851,2.00000022e-09,,
"SPI","enable",3.05734844,2.00000022e-09,,
"SPI","result",3.05734954,7.5e-06,0x00,0x0E
"SPI","result",3.05735754,7.5e-06,0x00,0x41
"SPI","disable",3.05736708,2.00000022e-09,,
"SPI","enable",3.05752983,2.00000022e-09,,
"SPI","result",3.05753875,7.5e-06,0x00,0x80
"SPI","result",3.05754675,7.5e-06,0x00,0x00
"SPI","disable",3.05755628,1.99999977e-09,,
"SPI","enable",3.05760667,2.00000022e-09,,
"SPI","result",3.05760777,7.502e-06,0x00,0x0E
"SPI","result",3.05761577,7.5e-06,0x00,0x40
"SPI","disable",3.0576253,1.99999977e-09,,
"SPI","enable",3.05779201,2.00000022e-09,,
"SPI","result",3.05780092,7.5e-06,0x00,0x00
"SPI","result",3.05780892,7.5e-06,0x00,0x00
"SPI","disable",3.05781846,2.00000022e-09,,
"SPI","enable",3.05786893,1.99999977e-09,,
"SPI","result",3.05787003,7.5e-06,0x00,0x4E
"SPI","result",3.05787803,7.5e-06,0x00,0x40
"SPI","disable",3.05788757,2.00000022e-09,,
"SPI","enable",3.05806256,1.99999977e-09,,
"SPI","result",3.05807147,7.5e-06,0x00,0x80
"SPI","result",3.05807947,7.5e-06,0x00,0x00
"SPI","disable",3.05808901,2.00000022e-09,,
"SPI","enable",3.05813948,1.99999977e-09,,
"SPI","result",3.05814058,7.5e-06,0x00,0x0E
"SPI","result",3.05814858,7.5e-06,0x00,0x40
"SPI","disable",3.05815812,1.99999977e-09,,
"SPI","enable",3.05832474,2.00000022e-09,,
"SPI","result",3.05833365,7.5e-06,0x00,0x00
"SPI","result",3.05834165,7.5e-06,0x00,0x00
"SPI","disable",3.05835118,1.99999977e-09,,
"SPI","enable",3.05840166,2.00000022e-09,,
"SPI","result",3.05840276,7.5e-06,0x00,0x4E
"SPI","result",3.05841076,7.5e-06,0x00,0x3E
"SPI","disable",3.05842029,1.99999977e-09,,
"SPI","enable",3.058583,2.00000022e-09,,
"SPI","result",3.05859191,7.5e-06,0x00,0x80
"SPI","result",3.05859991,7.5e-06,0x00,0x00
"SPI","disable",3.05860945,2.00000022e-09,,
"SPI","enable",3.05865938,1.99999931e-09,,
"SPI","result",3.05866048,7.5e-06,0x00,0x4E
"SPI","result",3.05866848,7.5e-06,0x00,0x3E
"SPI","disable",3.05867802,2.00000022e-09,,
"SPI","enable",3.05884475,1.99999977e-09,,
"SPI","result",3.05885366,7.5e-06,0x00,0x80
"SPI","result",3.05886166,7.5e-06,0x00,0x00
"SPI","disable",3.0588712,2.00000022e-09,,
"SPI","enable",3.05892167,2.00000022e-09,,
"SPI","result",3.05892277,7.5e-06,0x00,0x4E
"SPI","result",3.05893077,7.5e-06,0x00,0x3E
"SPI","disable",3.05894031,2.00000022e-09,,
"SPI","enable",3.05911097,1.99999977e-09,,
"SPI","result",3.05911989,7.5e-06,0x00,0x80
"SPI","result",3.05912789,7.5e-06,0x00,0x00
"SPI","disable",3.05913742,1.99999977e-09,,
"SPI","enable",3.05918736,1.99999931e-09,,
"SPI","result",3.05918846,7.5e-06,0x00,0x0E
"SPI","result",3.05919646,7.5e-06,0x00,0x3D
"SPI","disable",3.059206,1.99999977e-09,,
"SPI","enable",3.05937303,2.00000022e-09,,
"SPI","result",3.05938194,7.5e-06,0x00,0x00
"SPI","result",3.05938994,7.502e-06,0x00,0x00
"SPI","disable",3.05939948,1.99999977e-09,,
"SPI","enable",3.0594504,1.99999977e-09,,
"SPI","result",3.0594515,7.502e-06,0x00,0x0E
"SPI","result",3.0594595,7.5e-06,0x00,0x3C
"SPI","disable",3.05946903,1.99999977e-09,,
"SPI","enable",3.05963173,1.99999977e-09,,
"SPI","result",3.05964064,7.5e-06,0x00,0x80
"SPI","result",3.05964864,7.5e-06,0x00,0x00
"SPI","disable",3.05965818,1.99999977e-09,,
"SPI","enable",3.05970865,2.00000022e-09,,
"SPI","result",3.05970975,7.5e-06,0x00,0x0E
"SPI","result",3.05971775,7.502e-06,0x00,0x3D
"SPI","disable",3.05972729,1.99999977e-09,,
"SPI","enable",3.05989394,2.00000022e-09,,
"SPI","result",3.05990285,7.5e-06,0x00,0x00
"SPI","result",3.05991085,7.502e-06,0x00,0x00
"SPI","disable",3.05992039,2.00000022e-09,,
"SPI","enable",3.05997032,2.00000022e-09,,
"SPI","result",3.05997143,7.5e-06,0x00,0x0E
"SPI","result",3.05997942,7.502e-06,0x00,0x3A
"SPI","disable",3.05998947,2.00000022e-09,,
"SPI","enable",3.07032221,1.99999977e-09,,
"SPI","result",3.07033112,7.5e-06,0x00,0x80
"SPI","result",3.07033912,7.5e-06,0x00,0x00
"SPI","disable",3.07034866,1.99999977e-09,,
"SPI","enable",3.07039913,2.00000022e-09,,
"SPI","result",3.07040023,7.5e-06,0x00,0x4E
"SPI","result",3.07040823,7.5e-06,0x00,0x24
"SPI","disable",3.07041777,1.99999977e-09,,
"SPI","enable",3.07059791,2.00000022e-09,,
"SPI","result",3.07060682,7.5e-06,0x00,0x00
"SPI","result",3.07061482,7.5e-06,0x00,0x00
"SPI","disable",3.07062436,1.99999977e-09,,
"SPI","enable",3.07067492,1.99999977e-09,,
"SPI","result",3.07067602,7.5e-06,0x00,0x0E
"SPI","result",3.07068402,7.502e-06,0x00,0x23
"SPI","disable",3.07069356,2.00000022e-09,,
"SPI","enable",3.07087019,1.99999977e-09,,
"SPI","result",3.0708791,7.5e-06,0x00,0x00
"SPI","result",3.0708871,7.502e-06,0x00,0x00
"SPI","disable",3.07089664,1.99999977e-09,,
"SPI","enable",3.07094711,2.00000022e-09,,
"SPI","result",3.07094821,7.502e-06,0x00,0x4E
"SPI","result",3.07095621,7.502e-06,0x00,0x24
"SPI","disable",3.07096575,1.99999977e-09,,
"SPI","enable",3.0711541,2.00000022e-09,,
"SPI","result",3.07116301,7.5e-06,0x00,0x00
"SPI","result",3.07117101,7.5e-06,0x00,0x00
"SPI","disable",3.07118055,1.99999931e-09,,
"SPI","enable",3.07123102,2.00000022e-09,,
"SPI","result",3.07123212,7.5e-06,0x00,0x4E
"SPI","result",3.07124012,7.502e-06,0x00,0x22
"SPI","disable",3.07124966,1.99999977e-09,,
"SPI","enable",3.07142651,2.00000022e-09,,
"SPI","result",3.07143543,7.5e-06,0x00,0x00
"SPI","result",3.07144342,7.5e-06,0x00,0x00
"SPI","disable",3.07145296,2.00000022e-09,,
"SPI","enable",3.07150397,1.99999977e-09,,
"SPI","result",3.07150507,7.5e-06,0x00,0x4E
"SPI","result",3.07151307,7.5e-06,0x00,0x23
"SPI","disable",3.07152261,2.00000022e-09,,
"SPI","enable",3.07170317,1.99999977e-09,,
"SPI","result",3.07171209,7.5e-06,0x00,0x80
"SPI","result",3.07172009,7.502e-06,0x00,0x00
"SPI","disable",3.07172962,2.00000022e-09,,
"SPI","enable",3.0717801,2.00000022e-09,,
"SPI","result",3.0717812,7.502e-06,0x00,0x4E
"SPI","result",3.0717892,7.5e-06,0x00,0x21
"SPI","disable",3.07179873,1.99999977e-09,,
"SPI","enable",3.0719756,1.99999977e-09,,
"SPI","result",3.07199006,7.5e-06,0x00,0x00
"SPI","result",3.07199806,7.5e-06,0x00,0x00
"SPI","disable",3.07200785,1.99999977e-09,,
"SPI","enable",3.07205778,1.99999977e-09,,
"SPI","result",3.07205888,7.5e-06,0x00,0x4E
"SPI","result",3.07206688,7.5e-06,0x00,0x20
"SPI","disable",3.07207642,1.99999931e-09,,
"SPI","enable",3.07225712,1.99999977e-09,,
"SPI","result",3.07226604,7.5e-06,0x00,0x80
"SPI","result",3.07227404,7.5e-06,0x00,0x00
"SPI","disable",3.07228357,1.99999977e-09,,
"SPI","enable",3.07233405,2.00000022e-09,,
"SPI","result",3.07233515,7.502e-06,0x00,0x0E
"SPI","result",3.07234315,7.502e-06,0x00,0x20
"SPI","disable",3.07235268,1.99999977e-09,,
"SPI","enable",3.07252954,2.00000022e-09,,
"SPI","result",3.07253845,7.5e-06,0x00,0x00
"SPI","result",3.07254645,7.5e-06,0x00,0x00
"SPI","disable",3.07255599,2.00000022e-09,,
"SPI","enable",3.072607,1.99999977e-09,,
"SPI","result",3.0726081,7.5e-06,0x00,0x4E
"SPI","result",3.0726161,7.502e-06,0x00,0x1E
"SPI","disable",3.07262563,2.00000022e-09,,
"SPI","enable",3.07280644,1.99999977e-09,,
"SPI","result",3.07281535,7.5e-06,0x00,0x00
"SPI","result",3.07282335,7.5e-06,0x00,0x00
"SPI","disable",3.07283289,2.00000022e-09,,
"SPI","enable",3.0728839,2.00000022e-09,,
"SPI","result",3.072885,7.5e-06,0x00,0x4E
"SPI","result",3.072893,7.502e-06,0x00,0x1E
"SPI","disable",3.07290253,2.00000022e-09,,
"SPI","enable",3.07309427,2.00000022e-09,,
"SPI","result",3.07310319,7.5e-06,0x00,0x00
"SPI","result",3.07311119,7.5e-06,0x00,0x00
"SPI","disable",3.07312072,2.00000022e-09,,
"SPI","enable",3.07317075,1.99999977e-09,,
"SPI","result",3.07317185,7.5e-06,0x00,0x4E
"SPI","result",3.07317985,7.502e-06,0x00,0x1E
"SPI","disable",3.07318938,2.00000022e-09,,
"SPI","enable",3.07337027,1.99999977e-09,,
"SPI","result",3.07337919,7.5e-06,0x00,0x00
"SPI","result",3.07338719,7.5e-06,0x00,0x00
"SPI","disable",3.07339672,1.99999977e-09,,
"SPI","enable",3.07344711,2.00000022e-09,,
"SPI","result",3.07344821,7.5e-06,0x00,0x0E
"SPI","result",3.07345621,7.5e-06,0x00,0x1D
"SPI","disable",3.07346575,1.99999931e-09,,
"SPI","enable",3.07364251,1.99999931e-09,,
"SPI","result",3.07365143,7.5e-06,0x00,0x80
"SPI","result",3.07365943,7.5e-06,0x00,0x00
"SPI","disable",3.07366896,1.99999977e-09,,
"SPI","enable",3.07371997,1.99999931e-09,,
"SPI","result",3.07372107,7.5e-06,0x00,0x0E
"SPI","result",3.07372907,7.5e-06,0x00,0x1B
"SPI","disable",3.07373861,1.99999977e-09,,
"SPI","enable",3.07391937,2.00000022e-09,,
"SPI","result",3.07392829,7.5e-06,0x00,0x80
"SPI","result",3.07393629,7.5e-06,0x00,0x00
"SPI","disable",3.07394582,2.00000022e-09,,
"SPI","enable",3.07399728,1.99999977e-09,,
"SPI","result",3.07399839,7.5e-06,0x00,0x0E
"SPI","result",3.07400638,7.502e-06,0x00,0x1C
"SPI","disable",3.07401596,2.00000022e-09,,
"SPI","enable",3.0741927,2.00000022e-09,,
"SPI","result",3.07420161,7.5e-06,0x00,0x00
"SPI","result",3.07420961,7.5e-06,0x00,0x00
"SPI","disable",3.07421915,2.00000022e-09,,
"SPI","enable",3.07427007,2.00000022e-09,,
"SPI","result",3.07427117,7.502e-06,0x00,0x0E
"SPI","result",3.07427917,7.502e-06,0x00,0x1B
"SPI","disable",3.07428871,1.99999977e-09,,
"SPI","enable",3.07446948,2.00000022e-09,,
"SPI","result",3.07447839,7.5e-06,0x00,0x80
"SPI","result",3.07448639,7.5e-06,0x00,0x00
"SPI","disable",3.07449592,2.00000022e-09,,
"SPI","enable",3.07454693,1.99999977e-09,,
"SPI","result",3.07454804,7.5e-06,0x00,0x4E
"SPI","result",3.07455604,7.5e-06,0x00,0x1B
"SPI","disable",3.07456557,2.00000022e-09,,
"SPI","enable",3.0747424,1.99999977e-09,,
"SPI","result",3.07475131,7.5e-06,0x00,0x00
"SPI","result",3.07475931,7.5e-06,0x00,0x00
"SPI","disable",3.07476885,2.00000022e-09,,
"SPI","enable",3.07481986,1.99999977e-09,,
"SPI","result",3.07482096,7.502e-06,0x00,0x4E
"SPI","result",3.07482896,7.502e-06,0x00,0x1A
"SPI","disable",3.0748385,2.00000022e-09,,
"SPI","enable",3.07503443,1.99999977e-09,,
"SPI","result",3.07504334,7.5e-06,0x00,0x80
"SPI","result",3.07505134,7.5e-06,0x00,0x00
"SPI","disable",3.07506087,1.99999977e-09,,
"SPI","enable",3.07511188,2.00000022e-09,,
"SPI","result",3.07511299,7.5e-06,0x00,0x4E
"SPI","result",3.07512098,7.502e-06,0x00,0x19
"SPI","disable",3.07513052,2.00000022e-09,,
"SPI","enable",3.07530735,1.99999977e-09,,
"SPI","result",3.07531626,7.5e-06,0x00,0x80
"SPI","result",3.07532426,7.5e-06,0x00,0x00
"SPI","disable",3.0753338,1.99999931e-09,,
"SPI","enable",3.07538472,2.00000022e-09,,
"SPI","result",3.07538582,7.5e-06,0x00,0x4E
"SPI","result",3.07539382,7.502e-06,0x00,0x19
"SPI","disable",3.07540336,1.99999977e-09,,
"SPI","enable",3.07558414,1.99999977e-09,,
"SPI","result",3.07559305,7.5e-06,0x00,0x80
"SPI","result",3.07560105,7.502e-06,0x00,0x00
"SPI","disable",3.07561059,2.00000022e-09,,
"SPI","enable",3.07566097,1.99999977e-09,,
"SPI","result",3.07566207,7.5e-06,0x00,0x0E
"SPI","result",3.07567007,7.502e-06,0x00,0x19
"SPI","disable",3.07567961,2.00000022e-09,,
"SPI","enable",3.07585658,1.99999977e-09,,
"SPI","result",3.07586549,7.5e-06,0x00,0x00
"SPI","result",3.07587349,7.502e-06,0x00,0x00
"SPI","disable",3.07588303,1.99999977e-09,,
"SPI","enable",3.07593412,2.00000022e-09,,
"SPI","result",3.07593522,7.5e-06,0x00,0x4E
"SPI","result",3.07594322,7.502e-06,0x00,0x18
"SPI","disable",3.07595276,2.00000022e-09,,
"SPI","enable",3.07614208,2.00000022e-09,,
"SPI","result",3.07615099,7.5e-06,0x00,0x00
"SPI","result",3.07615899,7.502e-06,0x00,0x00
"SPI","disable",3.07616852,2.00000022e-09,,
"SPI","enable",3.07621891,1.99999977e-09,,
"SPI","result",3.07622001,7.502e-06,0x00,0x4E
"SPI","result",3.07622801,7.5e-06,0x00,0x16
"SPI","disable",3.07623755,1.99999977e-09,,
"SPI","enable",3.07641439,2.00000022e-09,,
"SPI","result",3.0764233,7.5e-06,0x00,0x80
"SPI","result",3.0764313,7.5e-06,0x00,0x00
"SPI","disable",3.07644084,2.00000022e-09,,
"SPI","enable",3.07649185,2.00000022e-09,,
"SPI","result",3.07649295,7.5e-06,0x00,0x0E
"SPI","result",3.07650095,7.5e-06,0x00,0x17
"SPI","disable",3.07651048,2.00000022e-09,,
"SPI","enable",3.07669125,1.99999931e-09,,
"SPI","result",3.07670016,7.5e-06,0x00,0x80
"SPI","result",3.07670816,7.5e-06,0x00,0x00
"SPI","disable",3.0767177,1.99999977e-09,,
"SPI","enable",3.07676862,2.00000022e-09,,
"SPI","result",3.07676972,7.5e-06,0x00,0x4E
"SPI","result",3.07677772,7.5e-06,0x00,0x17
"SPI","disable",3.07678726,1.99999977e-09,,
"SPI","enable",3.08713623,2.00000022e-09,,
"SPI","result",3.08714515,7.5e-06,0x00,0x00
"SPI","result",3.08715315,7.5e-06,0x00,0x00
"SPI","disable",3.08716268,1.99999977e-09,,
"SPI","enable",3.08721316,2.00000022e-09,,
"SPI","result",3.08721426,7.5e-06,0x00,0x4D
"SPI","result",3.08722226,7.5e-06,0x00,0xFF
"SPI","disable",3.08723179,1.99999977e-09,,
"SPI","enable",3.08741282,1.99999977e-09,,
"SPI","result",3.08742173,7.502e-06,0x00,0x00
"SPI","result",3.08742973,7.5e-06,0x00,0x00
"SPI","disable",3.08743927,2.00000022e-09,,
"SPI","enable",3.08749028,2.00000022e-09,,
"SPI","result",3.08749138,7.5e-06,0x00,0x4D
"SPI","result",3.08749938,7.502e-06,0x00,0xFF
"SPI","disable",3.08750892,1.99999977e-09,,
"SPI","enable",3.0876857,2.00000022e-09,,
"SPI","result",3.08769461,7.5e-06,0x00,0x00
"SPI","result",3.08770261,7.5e-06,0x00,0x00
"SPI","disable",3.08771215,2.00000022e-09,,
"SPI","enable",3.08776208,1.99999977e-09,,
"SPI","result",3.08776318,7.5e-06,0x00,0x4D
"SPI","result",3.08777118,7.5e-06,0x00,0xFD
"SPI","disable",3.08778072,2.00000022e-09,,
"SPI","enable",3.08796152,1.99999977e-09,,
"SPI","result",3.08797044,7.5e-06,0x00,0x80
"SPI","result",3.08797843,7.502e-06,0x00,0x00
"SPI","disable",3.08798833,2.00000022e-09,,
"SPI","enable",3.08803927,1.99999977e-09,,
"SPI","result",3.08804037,7.5e-06,0x00,0x4D
"SPI","result",3.08804837,7.502e-06,0x00,0xFD
"SPI","disable",3.08805791,2.00000022e-09,,
"SPI","enable",3.08823458,2.00000022e-09,,
"SPI","result",3.0882435,7.5e-06,0x00,0x80
"SPI","result",3.0882515,7.5e-06,0x00,0x00
"SPI","disable",3.08826103,2.00000022e-09,,
"SPI","enable",3.08831106,1.99999977e-09,,
"SPI","result",3.08831216,7.5e-06,0x00,0x0D
"SPI","result",3.08832016,7.502e-06,0x00,0xFC
"SPI","disable",3.08832969,2.00000022e-09,,
"SPI","enable",3.08851051,1.99999977e-09,,
"SPI","result",3.08851942,7.5e-06,0x00,0x80
"SPI","result",3.08852742,7.502e-06,0x00,0x00
"SPI","disable",3.08853696,1.99999977e-09,,
"SPI","enable",3.08858743,1.99999977e-09,,
"SPI","result",3.08858853,7.5e-06,0x00,0x0D
"SPI","result",3.08859653,7.5e-06,0x00,0xFA
"SPI","disable",3.08860607,2.00000022e-09,,
"SPI","enable",3.08878285,1.99999977e-09,,
"SPI","result",3.08879176,7.5e-06,0x00,0x80
"SPI","result",3.08879976,7.5e-06,0x00,0x00
"SPI","disable",3.0888093,2.00000022e-09,,
"SPI","enable",3.08886031,2.00000022e-09,,
"SPI","result",3.08886141,7.5e-06,0x00,0x4D
"SPI","result",3.08886941,7.502e-06,0x00,0xFB
"SPI","disable",3.08887894,1.99999977e-09,,
"SPI","enable",3.08907263,2.00000022e-09,,
"SPI","result",3.08908155,7.5e-06,0x00,0x80
"SPI","result",3.08908955,7.502e-06,0x00,0x00
"SPI","disable",3.08909908,2.00000022e-09,,
"SPI","enable",3.08914902,1.99999977e-09,,
"SPI","result",3.08915012,7.5e-06,0x00,0x0D
"SPI","result",3.08915812,7.5e-06,0x00,0xFB
"SPI","disable",3.08916766,1.99999977e-09,,
"SPI","enable",3.08934451,1.99999977e-09,,
"SPI","result",3.08935342,7.5e-06,0x00,0x00
"SPI","result",3.08936142,7.502e-06,0x00,0x00
"SPI","disable",3.08937096,2.00000022e-09,,
"SPI","enable",3.08942152,2.00000022e-09,,
"SPI","result",3.08942262,7.5e-06,0x00,0x0D
"SPI","result",3.08943062,7.5e-06,0x00,0xF9
"SPI","disable",3.08944016,1.99999977e-09,,
"SPI","enable",3.08962098,1.99999977e-09,,
"SPI","result",3.0896299,7.5e-06,0x00,0x80
"SPI","result",3.0896379,7.5e-06,0x00,0x00
"SPI","disable",3.08964743,1.99999977e-09,,
"SPI","enable",3.08969799,2.00000022e-09,,
"SPI","result",3.0896991,7.5e-06,0x00,0x4D
"SPI","result",3.08970709,7.502e-06,0x00,0xF9
"SPI","disable",3.08971663,2.00000022e-09,,
"SPI","enable",3.08989349,2.00000022e-09,,
"SPI","result",3.0899024,7.498e-06,0x00,0x00
"SPI","result",3.0899104,7.5e-06,0x00,0x00
"SPI","disable",3.08991993,1.99999977e-09,,
"SPI","enable",3.08997049,1.99999977e-09,,
"SPI","result",3.0899716,7.5e-06,0x00,0x4D
"SPI","result",3.08997959,7.502e-06,0x00,0xF8
"SPI","disable",3.08998939,2.00000022e-09,,
"SPI","enable",3.09017746,2.00000022e-09,,
"SPI","result",3.09018637,7.5e-06,0x00,0x80
"SPI","result",3.09019437,7.502e-06,0x00,0x00
"SPI","disable",3.09020391,2.00000022e-09,,
"SPI","enable",3.09025447,1.99999931e-09,,
"SPI","result",3.09025557,7.5e-06,0x00,0x4D
"SPI","result",3.09026357,7.5e-06,0x00,0xF9
"SPI","disable",3.09027311,1.99999977e-09,,
"SPI","enable",3.09044996,2.00000022e-09,,
"SPI","result",3.09045887,7.5e-06,0x00,0x00
"SPI","result",3.09046687,7.502e-06,0x00,0x00
"SPI","disable",3.09047641,2.00000022e-09,,
"SPI","enable",3.09052697,2.00000022e-09,,
"SPI","result",3.09052807,7.5e-06,0x00,0x4D
"SPI","result",3.09053607,7.5e-06,0x00,0xF8
"SPI","disable",3.09054561,2.00000022e-09,,
"SPI","enable",3.09072641,2.00000022e-09,,
"SPI","result",3.09073532,7.5e-06,0x00,0x80
"SPI","result",3.09074332,7.5e-06,0x00,0x00
"SPI","disable",3.09075286,2.00000022e-09,,
"SPI","enable",3.09080333,1.99999977e-09,,
"SPI","result",3.09080443,7.5e-06,0x00,0x4D
"SPI","result",3.09081243,7.502e-06,0x00,0xF6
"SPI","disable",3.09082197,2.00000022e-09,,
"SPI","enable",3.09100741,2.00000022e-09,,
"SPI","result",3.09101632,7.5e-06,0x00,0x00
"SPI","result",3.09102432,7.5e-06,0x00,0x00
"SPI","disable",3.09103386,2.00000022e-09,,
"SPI","enable",3.09108424,1.99999977e-09,,
"SPI","result",3.09108535,7.5e-06,0x00,0x4D
"SPI","result",3.09109335,7.5e-06,0x00,0xF6
"SPI","disable",3.09110288,1.99999977e-09,,
"SPI","enable",3.09128341,2.00000022e-09,,
